,Category,SubCategory,Name,Image_url,Url,Safety,Natural,CCal,Quality,Evaluation
138, Рыба и морепродукты , Красная икра ,"""Алый жемчуг""",https://roscontrol.com/files/images/products/85/0f/850f89800126304be04d_product_category_2a6aa128.jpg,https://roscontrol.com/product/aliy-gemchug/,,,,,
139, Рыба и морепродукты , Красная икра ,"Икра ""Камчатское море""",https://roscontrol.com/files/images/products/e0/f8/e0f8854fdcc1d835e965_product_category_2a6aa128.jpg,https://roscontrol.com/product/ikra-kamchatskoe-more/,,,,,
140, Рыба и морепродукты , Красная икра ,"""Русское море"", нерка, первый сорт",https://roscontrol.com/files/images/products/72/82/72821b550bc6df1f9b7c_product_category_2a6aa128.jpg,https://roscontrol.com/product/russkoe-more-1-sort/,,,,,
141, Рыба и морепродукты , Красная икра ,"""Красное золото"", горбуша, первый сорт",https://roscontrol.com/files/images/products/ae/02/ae025d9b8b42f5e0f315_product_category_2a6aa128.jpg,https://roscontrol.com/product/krasnoe-zoloto-1-sort/,,,,,
142, Рыба и морепродукты , Красная икра ,"""Форвард-С"", кета, первый сорт",https://roscontrol.com/files/images/products/67/f8/67f863a5a65121116851_product_category_2a6aa128.jpg,https://roscontrol.com/product/forvard-s-keta-perviy-sort/,,,,,
143, Рыба и морепродукты , Красная икра ,"""Путина"", горбуша, первый сорт",https://roscontrol.com/files/images/products/de/32/de325cfe311689d25ba5_product_category_2a6aa128.jpg,https://roscontrol.com/product/ikra-putina/,,,,,
144, Рыба и морепродукты , Красная икра ,"""Форвард-С""",https://roscontrol.com/files/images/products/16/85/16856437e509175aea24_product_category_2a6aa128.jpg,https://roscontrol.com/product/ikra-forvard-s/,,,,,
145, Рыба и морепродукты , Красная икра ,"""Тунгутун""",https://roscontrol.com/files/images/products/13/7b/137b00901f2e7ca847b7_product_category_2a6aa128.jpg,https://roscontrol.com/product/tungutun/,,,,,
146, Рыба и морепродукты , Красная икра ,Икра лососевая чумиканская,https://roscontrol.com/files/images/products/56/72/5672ffc88afc46271d02_product_category_2a6aa128.jpg,https://roscontrol.com/product/ikra-lososevaia-chumikanskaia/,,,,,
147, Рыба и морепродукты , Замороженная рыба ,Хек ARO тушка,https://roscontrol.com/files/images/products/18/46/1846ccf53849e3791bbf_product_category_2a6aa128.jpg,https://roscontrol.com/product/hek-aro-tushka/,58,75,56,47,59
148, Рыба и морепродукты , Замороженная рыба ,"Хек ""ВкусВилл"" тушка",https://roscontrol.com/files/images/products/9e/82/9e826d06e3d8df14749a_product_category_2a6aa128.jpg,https://roscontrol.com/product/hek-vkusvill-tushka/,72,80,56,49,64
149, Рыба и морепродукты , Замороженная рыба ,"Хек ""Индиго"" тушка",https://roscontrol.com/files/images/products/ef/c5/efc5fc9c6a9acd1cf101_product_category_2a6aa128.jpg,https://roscontrol.com/product/hek-indigo-tushka/,63,90,56,41,63
150, Рыба и морепродукты , Замороженная рыба ,"Хек ""Магуро"" тушка",https://roscontrol.com/files/images/products/8b/71/8b71a1f07a0b4bca4d59_product_category_2a6aa128.jpg,https://roscontrol.com/product/hek-maguro-tushka/,69,80,56,49,64
151, Рыба и морепродукты , Замороженная рыба ,Горбуша Globus потрошеная без головы,https://roscontrol.com/files/images/products/8b/2c/8b2ce455d88a87719e3f_product_category_2a6aa128.jpg,https://roscontrol.com/product/gorbusha-globus-potroshenaya-bez-golovi/,69,90,48,60,67
152, Рыба и морепродукты , Замороженная рыба ,Горбуша Aro потрошеная без головы,https://roscontrol.com/files/images/products/83/c0/83c0ec93bfa0d898c1bd_product_category_2a6aa128.jpg,https://roscontrol.com/product/gorbusha-aro-potroshenaya-bez-golovi/,70,85,54,69,70
153, Рыба и морепродукты , Замороженная рыба ,"Горбуша ""Волна"" потрошеная без головы",https://roscontrol.com/files/images/products/78/2e/782e7fc4c1f5d5ebbc41_product_category_2a6aa128.jpg,https://roscontrol.com/product/gorbusha-volna-potroshenaya-bez-golovi/,73,90,59,60,71
154, Рыба и морепродукты , Замороженная рыба ,"Горбуша ""Каждый день"" потрошеная с головой",https://roscontrol.com/files/images/products/d7/5c/d75ce0ae6cee34b5ca54_product_category_2a6aa128.jpg,https://roscontrol.com/product/gorbusha-kagdiy-den-potroshenaya-s-golovoy/,73,85,49,68,69
155, Рыба и морепродукты , Замороженная рыба ,"Горбуша ""ВкусАрт"" потрошеная с головой",https://roscontrol.com/files/images/products/30/e4/30e4388b0dac93b7198a_product_category_2a6aa128.jpg,https://roscontrol.com/product/gorbusha-vkusart-potroshenaya-s-golovoy/,66,70,49,38,56
156, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""ВкусВилл""",https://roscontrol.com/files/images/products/32/48/3248730af4df9d6eafb1_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-vkusvill/,55,90,53,76,69
157, Рыба и морепродукты , Замороженная рыба ,"Филе минтая ""Artfish""",https://roscontrol.com/files/images/products/8f/b5/8fb59f4e8c77d20144fe_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-artfish/,85,80,40,56,65
158, Рыба и морепродукты , Замороженная рыба ,"Филе минтая ""Бухта Изобилия""",https://roscontrol.com/files/images/products/9e/d8/9ed80ebfde611a5c64ea_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-buhta-izobiliya/,92,75,56,59,71
159, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Океан вкуса""",https://roscontrol.com/files/images/products/0c/b1/0cb10fbc3238737a9848_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-okean-vkusa/,53,80,53,63,62
160, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Царица морей""",https://roscontrol.com/files/images/products/a6/bd/a6bde8254397f55753a6_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-tsaritsa-morey/,65,75,47,68,64
161, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Рыбный год""",https://roscontrol.com/files/images/products/98/8d/988d562abda394e40995_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-ribniy-god/,49,80,43,69,60
162, Рыба и морепродукты , Замороженная рыба ,"Треска ""СП ХладоПродуктСервис""",https://roscontrol.com/files/images/products/f6/5a/f65a6e338f45b3b6fbf4_product_category_2a6aa128.jpg,https://roscontrol.com/product/sp-hladoproduktservis/,80,80,56,75,73
163, Рыба и морепродукты , Замороженная рыба ,Треска ARTFISH,https://roscontrol.com/files/images/products/a0/0b/a00b99cbe329a6473d09_product_category_2a6aa128.jpg,https://roscontrol.com/product/artfish/,51,80,56,74,65
164, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Марлин""",https://roscontrol.com/files/images/products/b6/43/b64341dec4be0399a1a2_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-marlin/,53,75,48,30,
165, Рыба и морепродукты , Замороженная рыба ,Филе минтая 100% Fish,https://roscontrol.com/files/images/products/d9/93/d9936b6e9d2788a9af8c_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-100-fish/,24,75,10,57,
166, Рыба и морепродукты , Замороженная рыба ,Филе минтая Agama,https://roscontrol.com/files/images/products/e2/d1/e2d18d905e7c15064083_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-agama/,60,75,21,64,
167, Рыба и морепродукты , Замороженная рыба ,"Филе минтая ""ВкусВилл""",https://roscontrol.com/files/images/products/b7/aa/b7aaf42cb26688783dc3_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-vkusvill/,60,80,11,59,
168, Рыба и морепродукты , Замороженная рыба ,"Филе тилапии ""Фландерр""",https://roscontrol.com/files/images/products/ea/2b/ea2b887d4d2935e0b05e_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-tilapii-flanderr/,41,65,46,13,
169, Рыба и морепродукты , Замороженная рыба ,"Филе тилапии ""Бухта изобилия""",https://roscontrol.com/files/images/products/0f/87/0f875497243d0f2ac460_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-tilapii-buhta-izobiliya/,43,55,53,7,
170, Рыба и морепродукты , Замороженная рыба ,Филе тилапии Agama,https://roscontrol.com/files/images/products/db/0a/db0a220c3c4c8a9c6bc7_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-tilapii-agama/,55,65,58,21,
171, Рыба и морепродукты , Замороженная рыба ,Филе тилапии BonDeLaMar,https://roscontrol.com/files/images/products/f2/1e/f21eca63eface613bff2_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-tilapii-bondelamar/,59,65,46,14,
172, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Штурман КФ""",https://roscontrol.com/files/images/products/01/b9/01b9a34e1c28acbe3314_product_category_2a6aa128.jpg,https://roscontrol.com/product/shturman-kf/,54,75,55,67,
173, Рыба и морепродукты , Замороженная рыба ,"Хек ""Дары моря "" тушка",https://roscontrol.com/files/images/products/c8/e9/c8e97d3e485606e8e5f3_product_category_2a6aa128.jpg,https://roscontrol.com/product/hek-dari-morya-tushka/,,,,,
174, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Каждый день""",https://roscontrol.com/files/images/products/ec/6f/ec6fd1db8266e7aae2be_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-kagdiy-den/,,,,,
175, Рыба и морепродукты , Замороженная рыба ,Филе трески Borealis,https://roscontrol.com/files/images/products/20/05/200591a7b6df869579d9_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-borealis/,,,,,
176, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Бухта изобилия""",https://roscontrol.com/files/images/products/aa/b5/aab50af95c592764406a_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-treski-buhta-izobiliya/,,,,,
177, Рыба и морепродукты , Замороженная рыба ,"Филе минтая ""Штурман КФ""",https://roscontrol.com/files/images/products/76/7b/767b7d4d869c358dbc30_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-shturman-kf/,,,,,
178, Рыба и морепродукты , Замороженная рыба ,Филе минтая Polar,https://roscontrol.com/files/images/products/01/49/01495ee3c23ece117e63_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-polar/,,,,,
179, Рыба и морепродукты , Замороженная рыба ,"Филе тилапии ""Каждый день""",https://roscontrol.com/files/images/products/09/53/09530c1b2c51135a0a1f_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-tilapii-kagdiy-den/,,,,,
180, Рыба и морепродукты , Замороженная рыба ,Филе трески Agama,https://roscontrol.com/files/images/products/33/ca/33ca4689354baee36ec0_product_category_2a6aa128.jpg,https://roscontrol.com/product/agama/,,,,,
181, Рыба и морепродукты , Замороженная рыба ,"Филе минтая ""Фландерр""",https://roscontrol.com/files/images/products/c7/35/c7358803e71d4ecfa337_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-mintaya-flanderr/,,,,,
182, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Каждый день/Рыбные продукты""",https://roscontrol.com/files/images/products/59/97/5997518866225ed0d90b_product_category_2a6aa128.jpg,https://roscontrol.com/product/kagdiy-den/,,,,,
183, Рыба и морепродукты , Замороженная рыба ,"Филе трески ""Рыбный день""",https://roscontrol.com/files/images/products/fa/bc/fabc5b1a689ef333ceb1_product_category_2a6aa128.jpg,https://roscontrol.com/product/ribniy-den/,,,,,
184, Рыба и морепродукты , Продукты из сурими ,"Крабовые палочки ""Русское море""",https://roscontrol.com/files/images/products/47/08/470809fca6b0a9d8ab67_product_category_2a6aa128.jpg,https://roscontrol.com/product/russkoe-more-1/,61,13,0,49,36
185, Рыба и морепродукты , Продукты из сурими ,"Крабовые палочки ""Меридиан""",https://roscontrol.com/files/images/products/a6/42/a642b1362c05164f3eee_product_category_2a6aa128.jpg,https://roscontrol.com/product/meridian-2/,67,18,1,59,42
186, Рыба и морепродукты , Продукты из сурими ,"Крабовое мясо (имитация) ""Меридиан""",https://roscontrol.com/files/images/products/84/84/8484433ed3c9d62a00bd_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovoe-myaso-imitatsiya-meridian-snegniy-krab/,65,28,10,32,37
187, Рыба и морепродукты , Продукты из сурими ,"Крабовое мясо (имитация) ""Дикси"" (""Д"")",https://roscontrol.com/files/images/products/f7/6b/f76b146748425294af1d_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovoe-myaso-imitatsiya-diksi-d/,81,27,3,33,40
188, Рыба и морепродукты , Продукты из сурими ,Крабовые палочки Vici,https://roscontrol.com/files/images/products/4e/37/4e3727df8108b1a0cf07_product_category_2a6aa128.jpg,https://roscontrol.com/product/vici/,62,28,0,25,
189, Рыба и морепродукты , Продукты из сурими ,"Крабовое мясо (имитация) "" А`Море""",https://roscontrol.com/files/images/products/41/c6/41c63d19ff840d73a6a5_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovoe-myaso-imitatsiya-amore/,51,33,0,36,
190, Рыба и морепродукты , Продукты из сурими ,"Крабовое мясо (имитация) ""Русское море""",https://roscontrol.com/files/images/products/c4/5f/c45fdc5454402fa52460_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovoe-myaso-imitatsiya-russkoe-more/,56,33,0,10,
191, Рыба и морепродукты , Продукты из сурими ,"""Красная цена""",https://roscontrol.com/files/images/products/27/fc/27fc7c868a78c889a51b_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovie-palochki-krasnaya-tsena/,79,18,15,53,
192, Рыба и морепродукты , Продукты из сурими ,Polar,https://roscontrol.com/files/images/products/ab/c5/abc5b9f5620555d04728_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovie-palochki-polar/,81,48,52,51,
193, Рыба и морепродукты , Продукты из сурими ,"Крабовые палочки ""А'море""",https://roscontrol.com/files/images/products/89/3b/893bcb8552e3a0968ba0_product_category_2a6aa128.jpg,https://roscontrol.com/product/amore-rok/,,,,,
194, Рыба и морепродукты , Продукты из сурими ,"Крабовые палочки ""Санта Бремор""",https://roscontrol.com/files/images/products/ad/fc/adfc5101aa688c57c1f8_product_category_2a6aa128.jpg,https://roscontrol.com/product/santa-bremor/,,,,,
195, Рыба и морепродукты , Продукты из сурими ,"Крабовое мясо (имитация) ""Санта Бремор""",https://roscontrol.com/files/images/products/af/a1/afa1eb5182e501377c0a_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovoe-myaso-imitatsiya-santa-bremor/,,,,,
196, Рыба и морепродукты , Продукты из сурими ,Крабовое мясо (имитация) Vici,https://roscontrol.com/files/images/products/97/86/97861cd578e0b3c27126_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovoe-myaso-imitatsiya-vici/,,,,,
197, Рыба и морепродукты , Продукты из сурими ,"Крабовые палочки ""Наша семья / Фишерель""",https://roscontrol.com/files/images/products/82/ac/82ac79be0be57a4c3eee_product_category_2a6aa128.jpg,https://roscontrol.com/product/krabovie-palochki-nasha-semya-fisherel/,,,,,
198, Рыба и морепродукты , Продукты из сурими ,"""Каждый день""",https://roscontrol.com/files/images/products/e5/9d/e59d5267b81a245815af_product_category_2a6aa128.jpg,https://roscontrol.com/product/kagdiy-den-3/,,,,,
199, Рыба и морепродукты , Пресервы рыбные ,"Филе сельди ""Русское море"" кусочками",https://roscontrol.com/files/images/products/d1/9c/d19cf47dc47567feb1ed_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-seldi-russkoe-more/,71,55,38,22,47
200, Рыба и морепродукты , Пресервы рыбные ,"Филе сельди ""Балтийский берег"" кусочками",https://roscontrol.com/files/images/products/ca/25/ca253180a4e5c016cd7a_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-seldi-baltiyskiy-bereg/,72,70,42,45,57
201, Рыба и морепродукты , Пресервы рыбные ,"""Балтийский берег"" сельдь соленая (пресервы)",https://roscontrol.com/files/images/products/a3/c1/a3c1ff1eff56deab4655_product_category_2a6aa128.jpg,https://roscontrol.com/product/baltiyskiy-bereg-seld-solenaya/,42,85,47,72,62
202, Рыба и морепродукты , Пресервы рыбные ,"Сельдь ""Каждый день"" специального посола",https://roscontrol.com/files/images/products/c6/e5/c6e589a8336cd3af6102_product_category_2a6aa128.jpg,https://roscontrol.com/product/seld-kagdiy-den-spetsialnogo-posola/,51,70,15,30,
203, Рыба и морепродукты , Пресервы рыбные ,"Сельдь ""А'Море"" специального посола",https://roscontrol.com/files/images/products/6f/30/6f30dab7c80270acbcb9_product_category_2a6aa128.jpg,https://roscontrol.com/product/seld-amore-spetsialnogo-posola/,,,,,
204, Рыба и морепродукты , Пресервы рыбные ,"Сельдь ""Балтийский берег"" специального посола",https://roscontrol.com/files/images/products/94/1d/941dd9d2c42a63af0249_product_category_2a6aa128.jpg,https://roscontrol.com/product/seld-baltiyskiy-bereg-spetsialnogo-posola/,,,,,
205, Рыба и морепродукты , Пресервы рыбные ,Сельдь Vici специального посола,https://roscontrol.com/files/images/products/2a/ba/2abafbb95603e928b694_product_category_2a6aa128.jpg,https://roscontrol.com/product/seld-vici-spetsialnogo-posola/,,,,,
206, Рыба и морепродукты , Пресервы рыбные ,"Сельдь ""Меридиан"" специального посола",https://roscontrol.com/files/images/products/1e/47/1e47d28cdca38245ac6b_product_category_2a6aa128.jpg,https://roscontrol.com/product/seld-meridian-spetsialnogo-posola/,,,,,
207, Рыба и морепродукты , Пресервы рыбные ,"Филе сельди ""Санта Бремор / Матиас"" кусочками",https://roscontrol.com/files/images/products/3c/24/3c24be4188a43d7f13d1_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-seldi-santa-bremor-matias/,,,,,
208, Рыба и морепродукты , Пресервы рыбные ,"Коктейль из морепродуктов ""Санта Бремор""",https://roscontrol.com/files/images/products/dd/f2/ddf20c5e15f5387cc1cd_product_category_2a6aa128.jpg,https://roscontrol.com/product/kokteyl-iz-moreproduktov-santa-bremor/,,,,,
209, Рыба и морепродукты , Пресервы рыбные ,Коктейль из морепродуктов Fish House,https://roscontrol.com/files/images/products/4d/70/4d70e9f777a36880d6a4_product_category_2a6aa128.jpg,https://roscontrol.com/product/kokteyl-iz-moreproduktov-fish-house/,,,,,
210, Рыба и морепродукты , Пресервы рыбные ,"Коктейль из морепродуктов ""Каждый день""",https://roscontrol.com/files/images/products/2c/35/2c355764a7a7267b5927_product_category_2a6aa128.jpg,https://roscontrol.com/product/kokteyl-iz-moreproduktov-kagdiy-den/,,,,,
211, Рыба и морепродукты , Пресервы рыбные ,"Коктейль из морепродуктов ""Меридиан""",https://roscontrol.com/files/images/products/7c/2d/7c2d9ecc7ae3cc9fa97d_product_category_2a6aa128.jpg,https://roscontrol.com/product/kokteyl-iz-moreproduktov-meridian/,,,,,
212, Рыба и морепродукты , Пресервы рыбные ,"Коктейль из морепродуктов ""Русское море""",https://roscontrol.com/files/images/products/41/4e/414e252411fcca19ac46_product_category_2a6aa128.jpg,https://roscontrol.com/product/kokteyl-iz-moreproduktov-russkoe-more/,,,,,
213, Рыба и морепродукты , Пресервы рыбные ,"Филе сельди ""Каждый день"" кусочками",https://roscontrol.com/files/images/products/46/ec/46ec1a96b251649d4533_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-seldi-kagdiy-den/,,,,,
214, Рыба и морепродукты , Пресервы рыбные ,"Филе сельди ""А`море"" кусочками",https://roscontrol.com/files/images/products/74/84/7484f4d754acfe91c2a7_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-seldi-amore/,,,,,
215, Рыба и морепродукты , Пресервы рыбные ,Филе сельди Vici / Любо есть кусочками,https://roscontrol.com/files/images/products/c1/df/c1df20df8a68988e7149_product_category_2a6aa128.jpg,https://roscontrol.com/product/file-seldi-vici-lyubo-est/,,,,,
216, Рыба и морепродукты , Пресервы рыбные ,"Филе сельди ""Vici"" кусочками",https://roscontrol.com/files/images/products/87/fe/87fe368eb528e622d824_product_category_2a6aa128.jpg,https://roscontrol.com/product/vici-mate/,,,,,
217, Рыба и морепродукты , Пресервы рыбные ,Gustafsen,https://roscontrol.com/files/images/products/9c/dd/9cdd129fbd1f0a3c7dd9_product_category_2a6aa128.jpg,https://roscontrol.com/product/preservi-gustafsen/,,,,,
218, Рыба и морепродукты , Пресервы рыбные ,"""Томилинская""",https://roscontrol.com/files/images/products/62/ad/62add5d9aba20779abb9_product_category_2a6aa128.jpg,https://roscontrol.com/product/preservi-tomilinskaya/,,,,,
219, Рыба и морепродукты , Мидии ,Мидии Мидии Agama в створках,https://roscontrol.com/files/images/products/01/06/0106815a8a347b6d177a_product_category_2a6aa128.jpg,https://roscontrol.com/product/midii-agama-v-stvorkah/,,,,,
220, Рыба и морепродукты , Мидии ,"Мидии ""Бухта изобилия""",https://roscontrol.com/files/images/products/9e/7d/9e7df14c537b8d22ebf1_product_category_2a6aa128.jpg,https://roscontrol.com/product/myaso-midiy-buhta-izobiliya/,,,,,
221, Рыба и морепродукты , Мидии ,Мидии Delight очищенные,https://roscontrol.com/files/images/products/d5/4e/d54ee4d4d0538db8bece_product_category_2a6aa128.jpg,https://roscontrol.com/product/delight-ochishchennie/,,,,,
222, Рыба и морепродукты , Креветки ,"Креветки Agama, варено-мороженые, 70/90",https://roscontrol.com/files/images/products/13/a9/13a98c667c3fa7911489_product_category_2a6aa128.jpg,https://roscontrol.com/product/agama-vareno-morogenie-7090/,67,95,35,81,70
223, Рыба и морепродукты , Креветки ,"Креветки Polar, варёно-мороженые, 90/120",https://roscontrol.com/files/images/products/37/a6/37a618ade66f70de51f2_product_category_2a6aa128.jpg,https://roscontrol.com/product/polar-varno-morogenie-90120/,69,95,40,89,73
224, Рыба и морепродукты , Креветки ,"Креветки ""Новый океан"" королевские, варено-мороженные",https://roscontrol.com/files/images/products/a1/7b/a17bbfd857f9475b5a3b_product_category_2a6aa128.jpg,https://roscontrol.com/product/noviy-okean-korolevskie-vareno-morogennie/,90,85,41,92,77
225, Рыба и морепродукты , Креветки ,"Креветки Agama королевские, варено-мороженные",https://roscontrol.com/files/images/products/31/db/31db9055ebcea7f98370_product_category_2a6aa128.jpg,https://roscontrol.com/product/agama-korolevskie-vareno-morogennie/,87,95,41,74,74
226, Рыба и морепродукты , Креветки ,Креветки Polar premium,https://roscontrol.com/files/images/products/d6/0a/d60a4c2f54b2c87e1445_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-polar-premium/,86,95,37,98,79
227, Рыба и морепродукты , Креветки ,"Креветки VICI Приорити королевские, варено-мороженные",https://roscontrol.com/files/images/products/4e/7e/4e7ecbbee4745bace9ee_product_category_2a6aa128.jpg,https://roscontrol.com/product/vici-prioriti-korolevskie-vareno-morogennie/,87,80,35,60,
228, Рыба и морепродукты , Креветки ,Креветки Fish House,https://roscontrol.com/files/images/products/a0/48/a04890b86e228b0f1c8a_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-fish-house/,82,95,43,71,
229, Рыба и морепродукты , Креветки ,"Креветки Развесные ""Агама Роял Гринланд""",https://roscontrol.com/files/images/products/72/67/72679cac555b5c6dea62_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-ashan/,67,95,40,62,
230, Рыба и морепродукты , Креветки ,"Креветки ""Бухта изобилия""",https://roscontrol.com/files/images/products/c7/db/c7db1e8f03210fff509c_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-buhta-izobiliya/,84,95,40,70,
231, Рыба и морепродукты , Креветки ,"Креветки Borealis, варено-мороженые, 90/120",https://roscontrol.com/files/images/products/f7/08/f708c9708bf42d4f7c7f_product_category_2a6aa128.jpg,https://roscontrol.com/product/borealis-vareno-morogenie-90120/,,,,,
232, Рыба и морепродукты , Креветки ,"Креветки ""Бухта изобилия"", варено-мороженые, 70/90",https://roscontrol.com/files/images/products/ac/a2/aca2bc96eece95e30dd3_product_category_2a6aa128.jpg,https://roscontrol.com/product/buhta-izobiliya-vareno-morogenie/,,,,,
233, Рыба и морепродукты , Креветки ,"Креветки Fish&More, варено-мороженые, 70/90",https://roscontrol.com/files/images/products/40/e4/40e40dc7ad9984167d5e_product_category_2a6aa128.jpg,https://roscontrol.com/product/fishmore-vareno-morogenie-7090/,,,,,
234, Рыба и морепродукты , Креветки ,Креветки Креветки Eurospar варено-мороженые,https://roscontrol.com/files/images/products/d9/94/d994381069d9c015843a_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-eurospar-vareno-morogenie/,,,,,
235, Рыба и морепродукты , Креветки ,"Креветки Креветки ""Ашан"" варено-мороженые",https://roscontrol.com/files/images/products/31/13/31136745e3857a74b245_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-ashan-vareno-morogenie/,,,,,
236, Рыба и морепродукты , Креветки ,"Креветки Креветки ""Перекрёсток"" варено-мороженые",https://roscontrol.com/files/images/products/75/cb/75cb0d6fae069bba074b_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-perekrstok-vareno-morogenie/,,,,,
237, Рыба и морепродукты , Креветки ,"Креветки Polar королевские, варено-мороженные",https://roscontrol.com/files/images/products/13/b6/13b6b8cc3e4dc0e14f7a_product_category_2a6aa128.jpg,https://roscontrol.com/product/polar-korolevskie-vareno-morogennie/,,,,,
238, Рыба и морепродукты , Креветки ,"Креветки ""Globster"" королевские, варено-мороженые",https://roscontrol.com/files/images/products/6c/6e/6c6e9fe2bc4afa3bc32c_product_category_2a6aa128.jpg,https://roscontrol.com/product/globster-korolevskie-vareno-morogenie/,,,,,
239, Рыба и морепродукты , Креветки ,"Креветки ""Лагуна""",https://roscontrol.com/files/images/products/65/5f/655f1dbf9a9cdad94962_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-laguna/,,,,,
240, Рыба и морепродукты , Креветки ,"Креветки Креветки ""Виктория"" варено-мороженые",https://roscontrol.com/files/images/products/79/e5/79e5488e1fb6a1d445be_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-viktoriya-vareno-morogenie/,,,,,
241, Рыба и морепродукты , Креветки ,"Креветки Креветки ""Карусель"" варено-мороженые",https://roscontrol.com/files/images/products/8c/40/8c40b218c6a6b1df4ff1_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-karusel-vareno-morogenie/,,,,,
242, Рыба и морепродукты , Креветки ,"Креветки Креветки ""О`кей"" варено-мороженые",https://roscontrol.com/files/images/products/6c/f7/6cf772ee130c8021274c_product_category_2a6aa128.jpg,https://roscontrol.com/product/krevetki-okey-vareno-morogenie/,,,,,
243, Рыба и морепродукты , Креветки ,Креветки Emborg очищенные с хвостиком,https://roscontrol.com/files/images/products/7c/c5/7cc5985dee7619d3740d_product_category_2a6aa128.jpg,https://roscontrol.com/product/emborg-ochishchennie-s-hvostikom/,,,,,
244, Рыба и морепродукты , Креветки ,Креветки Agama Северные очищенные,https://roscontrol.com/files/images/products/5d/b8/5db87ec5699c3a28426e_product_category_2a6aa128.jpg,https://roscontrol.com/product/agama-severnie-ochishchennie/,,,,,
245, Рыба и морепродукты , Копченая рыба ," Масляная рыба ""Балтийский берег"" х/к",https://roscontrol.com/files/images/products/30/44/3044b8edb3783e637382_product_category_2a6aa128.jpg,https://roscontrol.com/product/maslyanaya-riba-baltiyskiy-bereg-hk/,75,9,80,49,55
246, Рыба и морепродукты , Копченая рыба ," Масляная рыба ""Олива"" х/к",https://roscontrol.com/files/images/products/7a/38/7a38c4897cbd4dfd6954_product_category_2a6aa128.jpg,https://roscontrol.com/product/maslyanaya-riba-oliva-hk/,58,8,85,54,52
247, Рыба и морепродукты , Копченая рыба , Мойва Selgros х/к,https://roscontrol.com/files/images/products/ac/8a/ac8a33f5a0f1ee50ad96_product_category_2a6aa128.jpg,https://roscontrol.com/product/moyva-selgros-hk/,71,31,65,65,60
